Story ID,Epic ID,Title,Description,Acceptance Criteria,Story Points,Status,Priority,Feature,Value,Requirement,Assignee,Product Manager,Tech Lead,Labels,Created At,Updated At
UAW-036,EPIC-UAW,Publishing Status Indicator,"Add visual indicators showing where documents have been published (Confluence, PDF). Badges on document cards, hover shows last published date, click opens target.","Feature: Publishing Status
  As an architect
  I want to see where documents are published
  So that I know their distribution

Scenario: View publishing status
  Given document published to Confluence
  When I view document card
  Then I should see Confluence badge
  And hovering shows: ""Published to Confluence on [date]""
  And clicking opens Confluence page

Scenario: Multiple publish targets
  Given published to Confluence and exported to PDF
  Then I should see both badges: Confluence + PDF
  And each should link to respective target

Scenario: Republish from editor
  Given I am editing published document
  Then I should see banner: ""Published to Confluence""
  And ""Republish"" button
  And last published timestamp",1,backlog,P2,,,,,,,,Wed Dec 03 2025 15:44:46 GMT-0500 (Eastern Standard Time),Wed Dec 03 2025 15:44:46 GMT-0500 (Eastern Standard Time)
US-YQIYUYE,,Implement Canvas Grid Display,Implement implement canvas grid display as part of the Canvas Features feature set.,Feature: Canvas Features,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-WJW8UO1,,Implement Canvas Snap to Grid,Implement implement canvas snap to grid as part of the Canvas Features feature set.,Feature: Canvas Features,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-CVZDZE4,,Implement Canvas Ruler Display,Implement implement canvas ruler display as part of the Canvas Features feature set.,Feature: Canvas Features,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-6J2R2PN,,Implement Canvas Background Color,Implement implement canvas background color as part of the Canvas Features feature set.,Feature: Canvas Features,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-4E45MOI,,Implement Canvas Background Image,Implement implement canvas background image as part of the Canvas Features feature set.,Feature: Canvas Features,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-TA1FQLY,,Create Business Model Canvas Integration,Implement create business model canvas integration as part of the Business Modeling feature set.,Feature: Business Modeling,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-PWFWRT2,,Implement Infinite Canvas with Pan and Zoom,Create infinite scrolling canvas with smooth pan and zoom capabilities for architecture diagrams.,Feature: Infinite Canvas,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-T6S13SV,,SPIKE: Evaluate tldraw SDK for ARKHITEKTON Design Studio Integration,"Technical evaluation spike to assess tldraw SDK as replacement for vanilla canvas, focusing on EA framework support, AI integration capabilities, performance benchmarks, and alignment with temporal intelligence architecture vision.",Feature: tldraw SDK Technical Evaluation,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-OUW0G7W,,Canvas back navigation to Design Studio home,"Add a back navigation button in the canvas header to allow users to easily return to the Design Studio home page, improving navigation flow.",Given I am on the Design Studio canvas page,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-D1YSEOH,,Design Studio landing page foundation with header and responsive layout,"Create the foundational structure for the Design Studio home page before users create diagrams, combining the best UX patterns from Figma, Mural, and Miro with ARKHITEKTON-specific architecture focus.",Given I navigate to the Design Studio,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-abe0ab7,,User-friendly undo/redo functionality for canvas actions,"As a design studio user, I want to undo and redo my canvas actions so that I can easily correct mistakes and experiment with designs.",Scenario: Undo a single shape addition,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-UI-099,,Consolidate Modeling Pages into Unified Design Studio,"Consolidate Architecture Modeling, Architecture Workspace, and Design Palette into one unified Design Studio page that serves as the single destination for all modeling and design work.",GIVEN I navigate to Design Studio,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
THEN I should see a comprehensive modeling workspace with palette,,canvas,properties,AI assistant,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-8FOHUZ5,,Design Canvas Integration,"Connect documentation to live architecture diagrams, embed models, sync design changes, and create living documentation",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-7MRUJZI,,Canvas Navigation & Viewport Controls,"Build smooth zoom and pan functionality, minimap for large diagrams, viewport bounds management, zoom-to-fit features, and navigation controls for enterprise-scale architecture diagrams.",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-6WUJ65L,,Visual Modeling Engine,"Build drag-and-drop modeling interface with ArchiMate, BPMN, and cloud architecture support",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-6G9IEA8,,Visual Modeling Workspace Platform,"Comprehensive drag-and-drop visual modeling interface supporting ArchiMate, BPMN, and cloud architecture with advanced canvas controls, object management, and interactive modeling capabilities.",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-2HA1UFJ,,"Canvas Testing, Polish & Edge Case Handling","Comprehensive testing of all canvas functionality, performance benchmarking with 500+ objects, edge case handling, UI polish, accessibility improvements, and final integration testing across the entire canvas system.",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-1NKPPIV,,Drag & Drop from Palette to Canvas,"Implement drag initiation from component palette, ghost/preview shape following cursor, drop zone validation on canvas, and shape creation at drop coordinates.",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-0IF3KBS,,Create Canvas Infrastructure & Layer Management,"Build main diagram canvas component using react-konva. Implement layer management system (background, objects, connections, UI), viewport management, and zoom/pan controls.",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-0EETNYV,,Install Canvas Dependencies (Konva.js + React-Konva),"Install and configure Konva.js, react-konva, and TypeScript definitions. Set up basic canvas foundation with proper types and imports.",Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-05VGZPF,,Visual Canvas Implementation,Infinite canvas with smooth zooming/panning,Scenario: Migrated task functionality,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:15 GMT-0500 (Eastern Standard Time)
US-DYIDEFD,,Implement Real-time Story Status Updates from GitHub Events,"Build automation that updates user story status based on GitHub branch activity: opened PR = in-review, merged PR = done, new branch from story ID = in-progress.",Given GitHub sends branch and PR events,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:54:16 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:54:16 GMT-0500 (Eastern Standard Time)
US-VM-001,,Interactive Canvas with Drag and Drop Modeling,"As an enterprise architect, I want to create architecture diagrams using an interactive canvas with drag and drop functionality so that I can visually model complex systems intuitively and efficiently.",GIVEN I am on the modeling workspace,3,backlog,medium,,,,,,,,Mon Dec 08 2025 10:55:04 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:55:04 GMT-0500 (Eastern Standard Time)
US-GUIDE-001,,Interactive Guided Tours for Features and Workflows,"As a new user, I want interactive guided tours that walk me through features and complex workflows so that I can quickly learn how to use the platform effectively.

**Scenario: Start guided tour for new feature**
- User accesses new feature area
- System detects first-time access
- System offers to start guided tour
- Tour highlights key UI elements with explanatory tooltips
- User completes tour and gains feature understanding

**Scenario: Access tour library**
- User opens help menu
- User views list of available tours
- User selects tour for specific workflow
- Tour plays with interactive steps
- User can pause, restart, or skip tour","GIVEN onboarding and training requirements
WHEN user accesses guided tours
THEN tours provide step-by-step feature walkthroughs
AND tours highlight relevant UI elements
AND tours include interactive practice steps
AND tours can be accessed on-demand from help menu
AND tour completion is tracked per user",8,backlog,medium,,,,,,,,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-AG069,,Add Modeling Statistics Tracking,Complex metrics for modeling activities including element usage and patterns,GIVEN modeling activities WHEN statistics are tracked THEN metrics are comprehensive AND insights are valuable AND tracking is accurate,5,backlog,low,Activity analytics,,,,,,statistics; metrics; analytics; modeling,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-AM056,,Add Element Relationship System,Define and manage element relationships with validation and semantic meaning,GIVEN connected elements WHEN relationships are defined THEN relationships are semantically correct AND validation prevents invalid connections AND relationship types are preserved,8,in-progress,high,Architecture relationship modeling,,,,,,relationships; connections; semantics,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-WS013,,Add Canvas Object Layering,"Z-index management, bring-to-front/send-to-back functionality",GIVEN overlapping objects WHEN user changes layer order THEN objects move front/back correctly AND z-index preserved on save/load AND visual feedback provided,3,backlog,low,Visual organization,,,,,,layers; z-index; organization,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-WS009,,Implement Canvas Mode Switching,"Select, pan, connect, annotate modes with mode indicators and cursor changes",GIVEN workspace interface WHEN user switches modes THEN cursor changes appropriately AND mode-specific interactions work AND visual indicators show current mode,3,done,medium,Interaction modes,,,,,,modes; interaction; user-experience,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-WS012,,Implement Canvas Viewport Management,"Viewport bounds, infinite canvas, and viewport indicators for large models",GIVEN large architectural model WHEN user navigates THEN viewport shows current location AND infinite canvas behavior works AND performance maintained with many objects,3,done,medium,Scale handling,,,,,,viewport; scale; performance,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-WS014,,Create Canvas Grid & Snapping,"Visual grid, snap-to-grid functionality, and grid toggle controls",GIVEN canvas with grid enabled WHEN user moves objects THEN snapping works to grid points AND grid is visually helpful AND can be toggled on/off,3,backlog,medium,Precision alignment,,,,,,grid; snapping; alignment,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-WS008,,Add Canvas Connection Tools,Visual connection creation between objects with different line types and routing,GIVEN two objects on canvas WHEN user draws connection THEN connection is created with proper routing AND different line types available AND visual feedback during drawing,8,in-progress,high,Object connections,,,,,,connections; relationships; routing,Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time),Mon Dec 08 2025 10:56:23 GMT-0500 (Eastern Standard Time)
US-IDE-001,EPIC-IDE-01,Six-Zone IDE Layout Shell,"As a technology architect, I want the Design IDE to display a six-zone layout when I click '+New Model' so that I have a familiar, VS Code-style workspace for modeling.","GIVEN I am on the Design Studio Home page
WHEN I click the '+New Model' button
THEN the Design IDE should launch within 2 seconds
AND display six distinct zones:
  - Activity Bar (Left edge, 48px) - Visible
  - Primary Sidebar (Left, 240px) - Visible
  - Editor Area (Center) - Visible, empty canvas
  - Secondary Sidebar (Right, 280px) - Collapsed
  - Panel Area (Bottom, 150px) - Collapsed
  - Status Bar (Bottom edge, 30px) - Visible
AND the layout should be responsive to window resizing",8,backlog,high,FTR-IDE-001: IDE Layout & Navigation,Familiar VS Code-style interface,"HLR-IDE-001, HLR-IDE-002",,,,design-ide; layout; foundation; mvp,Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time)
US-IDE-002,EPIC-IDE-01,Activity Bar Navigation,"As a technology architect, I want to navigate between IDE views using the Activity Bar so that I can quickly switch contexts without losing my place.","GIVEN I am in the Design IDE
WHEN I view the Activity Bar
THEN I should see icons for:
  - Explorer (Model Explorer, Cmd+Shift+E)
  - Search (Search Elements, Cmd+Shift+F)
  - Agents (AI Agents, Cmd+Shift+A)
  - Views (Diagram Views)
  - Settings (IDE Settings)
AND clicking an icon should highlight it with an accent bar
AND open the corresponding panel in the Primary Sidebar",5,backlog,high,FTR-IDE-001: IDE Layout & Navigation,Quick context switching,"HLR-IDE-003, HLR-IDE-004",,,,design-ide; navigation; activity-bar; foundation,Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time)
US-IDE-003,EPIC-IDE-01,Resizable Sidebar Panels,"As a technology architect, I want to resize sidebar panels by dragging their edges so that I can customize my workspace for different tasks.","GIVEN I am in the Design IDE
WHEN I hover over the edge between Primary Sidebar and Editor Area
THEN my cursor should change to a resize cursor
AND I should be able to drag to resize between 180px and 400px
AND the Editor Area should adjust accordingly
AND my size preference should persist across sessions",5,backlog,medium,FTR-IDE-001: IDE Layout & Navigation,Customizable workspace,HLR-IDE-005,,,,design-ide; layout; resize; foundation,Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time)
US-IDE-004,EPIC-IDE-01,Multi-Tab Model Editor,"As a technology architect, I want to open multiple models in tabs so that I can work on related diagrams simultaneously without losing context.","GIVEN I have a model open in the Editor Area
WHEN I open another model from the Explorer
THEN it should open in a new tab
AND the tab bar should show both model names with icons
AND I should be able to:
  - Switch tabs by clicking
  - Close tabs with the x button
  - Reorder tabs by dragging
  - See unsaved indicators (dot) on modified tabs
AND Cmd+W should close the active tab",8,backlog,high,FTR-IDE-002: Multi-Tab Model Editor,Multi-model workflow,"HLR-IDE-010, HLR-IDE-011",,,,design-ide; tabs; editor; foundation,Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time)
US-IDE-005,EPIC-IDE-01,Command Palette Core,"As a technology architect, I want to access all IDE commands through a searchable palette so that I can quickly execute actions without navigating menus.","GIVEN I am in the Design IDE
WHEN I press Cmd+K (Mac) or Ctrl+K (Windows)
THEN a Command Palette should appear centered at top of Editor Area
AND I should see a search input with placeholder 'Type a command...'
AND typing should filter available commands with fuzzy matching
AND I should see commands organized by category:
  - File: Save, Export, Close
  - Edit: Undo, Redo, Copy, Paste
  - View: Zoom In, Zoom Out, Toggle Grid
  - AI: Ask AI, Generate Diagram
AND pressing Enter should execute the selected command
AND pressing Escape should close the palette",8,backlog,high,FTR-IDE-003: Command Palette,Keyboard-driven workflow,"HLR-IDE-020, HLR-IDE-021, HLR-IDE-022",,,,design-ide; command-palette; keyboard; foundation,Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:16 GMT-0500 (Eastern Standard Time)
US-IDE-006,EPIC-IDE-01,Theme Switching,"As a technology architect, I want to switch between light and dark themes so that I can work comfortably in different lighting conditions.","GIVEN I am in the Design IDE
WHEN I open Settings > Appearance
THEN I should see theme options:
  - Light: Light backgrounds, dark text
  - Dark: Dark backgrounds, light text
  - System: Follow OS preference
AND selecting a theme should apply immediately
AND my preference should persist across sessions
AND the canvas grid should adapt to the theme",5,backlog,low,FTR-IDE-005: Theme & Customization,User comfort,HLR-IDE-030,,,,design-ide; themes; customization; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-001,EPIC-IDE-02,Infinite Canvas Pan and Zoom,"As a technology architect, I want to pan and zoom on an infinite canvas so that I can navigate large architecture diagrams smoothly.","GIVEN I am on the modeling canvas
WHEN I hold Space and drag with the mouse
THEN the canvas should pan smoothly at 60fps minimum
AND when I release Space, I return to select mode

WHEN I hold Ctrl/Cmd and scroll the mouse wheel
THEN the canvas should zoom in/out centered on cursor position
AND zoom range should be 10% to 400%
AND zoom level should display in the Status Bar
AND Cmd+0 should reset to 100% zoom",8,backlog,high,FTR-CVS-001: Infinite Canvas,Smooth navigation,"HLR-CVS-001, HLR-CVS-002, HLR-CVS-003",,,,design-ide; canvas; pan; zoom; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-002,EPIC-IDE-02,Grid and Snap System,"As a technology architect, I want elements to snap to a grid so that I can create well-aligned, professional diagrams.","GIVEN I am on the modeling canvas
WHEN grid snapping is enabled (default)
THEN dragged elements should snap to 10px grid intersections
AND a subtle grid should be visible on the canvas
AND I should be able to toggle grid visibility with Cmd+G
AND I should be able to toggle snapping with Cmd+Shift+G
AND grid size should be configurable: 5px, 10px, 20px",5,backlog,high,FTR-CVS-001: Infinite Canvas,Professional alignment,"HLR-CVS-004, HLR-CVS-005",,,,design-ide; canvas; grid; snap; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-003,EPIC-IDE-02,Smart Alignment Guides,"As a technology architect, I want smart alignment guides to appear when moving elements so that I can easily align components with each other.","GIVEN I have multiple elements on the canvas
WHEN I drag an element near another element
THEN alignment guides should appear showing:
  - Center horizontal: Blue horizontal line
  - Center vertical: Blue vertical line
  - Top edge: Magenta line at top
  - Bottom edge: Magenta line at bottom
  - Left edge: Magenta line at left
  - Right edge: Magenta line at right
AND the dragged element should snap to the guide position
AND guides should disappear when I release the element",5,backlog,medium,FTR-CVS-001: Infinite Canvas,Easy alignment,HLR-CVS-006,,,,design-ide; canvas; alignment; guides; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-004,EPIC-IDE-02,Element Drag and Drop,"As a technology architect, I want to drag elements from the palette onto the canvas so that I can quickly build diagrams.","GIVEN I am viewing the Element Palette
WHEN I drag an element (e.g., AWS Lambda icon) from the palette
THEN a ghost preview should follow my cursor
AND when I drop it on the canvas
THEN the element should be created at the drop position
AND the element should be automatically selected
AND the Properties panel should show element details
AND I should be able to undo with Cmd+Z",8,backlog,high,FTR-CVS-002: Element Manipulation,Quick diagram building,"HLR-CVS-010, HLR-CVS-011",,,,design-ide; canvas; drag-drop; elements; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-005,EPIC-IDE-02,Element Resize and Rotate,"As a technology architect, I want to resize and rotate elements so that I can customize their appearance for my diagrams.","GIVEN I have selected an element on the canvas
THEN I should see resize handles at corners and edges
AND I should see a rotation handle above the element

WHEN I drag a corner handle
THEN the element should resize proportionally
AND when I hold Shift while dragging
THEN the aspect ratio should be maintained

WHEN I drag the rotation handle
THEN the element should rotate around its center
AND holding Shift should snap to 15 degree increments",5,backlog,high,FTR-CVS-002: Element Manipulation,Custom element appearance,"HLR-CVS-012, HLR-CVS-013",,,,design-ide; canvas; resize; rotate; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-006,EPIC-IDE-02,Connection Creation,"As a technology architect, I want to create connections between elements so that I can show relationships and data flows.","GIVEN I have elements on the canvas
WHEN I hover over an element
THEN connection anchor points should appear at top, right, bottom, left

WHEN I drag from an anchor point
THEN a connection line should follow my cursor
AND when I release over another element's anchor
THEN a connection should be created
AND connections should:
  - Auto-route around other elements
  - Update when elements are moved
  - Support arrow heads (start, end, both, none)
  - Be selectable and deletable",10,backlog,high,FTR-CVS-003: Connection System,Show relationships,"HLR-CVS-020, HLR-CVS-021, HLR-CVS-022",,,,design-ide; canvas; connections; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-007,EPIC-IDE-02,Undo/Redo System,"As a technology architect, I want to undo and redo my actions so that I can safely experiment and recover from mistakes.","GIVEN I have made changes to a model
WHEN I press Cmd+Z
THEN the last action should be undone
AND the action should be added to the redo stack

WHEN I press Cmd+Shift+Z
THEN the last undone action should be redone
AND the system should:
  - Support at least 100 operations in history
  - Group rapid consecutive actions (e.g., typing)
  - Show undo/redo state in Edit menu
  - Clear redo stack when new action is performed",8,backlog,high,FTR-CVS-005: Undo/Redo & History,Safe experimentation,"HLR-CVS-030, HLR-CVS-031",,,,design-ide; canvas; undo; redo; history; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-008,EPIC-IDE-02,Multi-Selection Operations,"As a technology architect, I want to select multiple elements and perform bulk operations so that I can efficiently organize my diagrams.","GIVEN I am on the modeling canvas
WHEN I drag a selection box (marquee)
THEN all elements within the box should be selected
AND selected elements should have a combined bounding box

WHEN I Shift+click additional elements
THEN they should be added to the selection

WHEN I have multiple elements selected
THEN I should be able to:
  - Move them together
  - Delete them with one keystroke
  - Align them (top, bottom, left, right, center)
  - Distribute them evenly (horizontal, vertical)",5,backlog,high,FTR-CVS-004: Multi-Selection & Actions,Efficient organization,"HLR-CVS-040, HLR-CVS-041",,,,design-ide; canvas; selection; bulk; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-CVS-009,EPIC-IDE-02,Export to PNG/SVG/PDF,"As a technology architect, I want to export my diagrams as images so that I can include them in presentations and documents.","GIVEN I have a diagram on the canvas
WHEN I select File > Export or press Cmd+E
THEN I should see export options:
  - PNG: Resolution: 1x, 2x, 3x
  - SVG: Include fonts: Yes/No
  - PDF: Page size: A4, Letter, Auto
AND I should be able to:
  - Export entire canvas
  - Export only selected elements
  - Choose background: Transparent, White, Canvas color
AND the exported file should download to my device",5,backlog,medium,FTR-CVS-006: Export & Sharing,Shareable diagrams,"HLR-CVS-050, HLR-CVS-051",,,,design-ide; canvas; export; png; svg; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-PAL-002,EPIC-IDE-03,Element Search,"As a technology architect, I want to search for elements by name or tag so that I can quickly find specific components.","GIVEN I am viewing the Element Palette
WHEN I type in the search box
THEN results should filter in real-time (debounced 150ms)
AND matching should include:
  - Element name (e.g., 'Lambda' -> AWS Lambda)
  - Tags (e.g., 'compute' -> EC2, Lambda, ECS)
  - Category (e.g., 'aws' -> all AWS elements)
AND search should support fuzzy matching ('lmbd' -> Lambda)
AND results should highlight matching characters
AND pressing Escape should clear the search",5,backlog,high,FTR-PAL-002: Search & Filter,Fast element discovery,"HLR-PAL-010, HLR-PAL-011",,,,design-ide; palette; search; filter; foundation,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-PAL-003,EPIC-IDE-03,Favorites and Recents,"As a technology architect, I want quick access to my favorite and recently used elements so that I can work faster.","GIVEN I am viewing the Element Palette
THEN I should see sections at the top:
  - Favorites: Elements I've starred (max 12)
  - Recent: Last 8 elements I've used

WHEN I right-click an element
THEN I should see 'Add to Favorites' option
AND favorites should persist across sessions
AND recently used elements should update automatically
AND I should be able to clear recent history",3,backlog,medium,FTR-PAL-005: Favorites & Recents,Faster workflow,"HLR-PAL-020, HLR-PAL-021",,,,design-ide; palette; favorites; recents; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-001,EPIC-IDE-04,AI Chat Panel UI,"As a technology architect, I want an AI chat panel in the Secondary Sidebar so that I can have conversations with the AI assistant.","GIVEN I am in the Design IDE
WHEN I click the AI icon in the Activity Bar or press Cmd+Shift+A
THEN the Secondary Sidebar should open
AND display the AI Chat Panel with:
  - Header showing 'AI Assistant' and current model (Claude)
  - Agent Mode dropdown selector
  - Scrollable message history area
  - Message input field at bottom
  - Send button (or Enter to send)
AND messages should display with:
  - User messages aligned right
  - AI responses aligned left with avatar
  - Timestamps on hover",5,backlog,high,FTR-AGT-001: AI Chat Panel,AI conversation interface,"HLR-AGT-001, HLR-AGT-002",,,,design-ide; ai; chat; ui; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
US-AGT-002,EPIC-IDE-04,AI Context Awareness - Canvas State,"As a technology architect, I want the AI to understand my current canvas state so that its suggestions are relevant to my work.","GIVEN I have an architecture diagram on the canvas
WHEN I ask the AI 'What do you see?'
THEN the AI should describe:
  - Elements present (e.g., 'I see an API Gateway connected to 3 Lambda functions')
  - Relationships between elements
  - Overall architecture pattern detected

GIVEN I have elements selected on the canvas
WHEN I ask 'How can I improve this?'
THEN the AI should focus its recommendations on the selected elements
AND reference them by name in its response",8,backlog,high,FTR-AGT-007: Context Awareness,Context-aware AI,"HLR-AGT-010, HLR-AGT-011",,,,design-ide; ai; context; canvas; intelligence,Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time),Mon Dec 15 2025 10:32:17 GMT-0500 (Eastern Standard Time)
